Date,MMM_Close,MMM_Volume,ACN_Close,ACN_Volume,AMZN_Close,AMZN_Volume,AWK_Close,AWK_Volume,AAPL_Close,AAPL_Volume
2023-02-01,115.86000061035156,3100800,283.6000061035156,1797000,105.1500015258789,80450100,158.6199951171875,962800,145.42999267578125,77663600
2023-02-02,120.29000091552734,4917200,294.1000061035156,2715900,112.91000366210938,158154200,160.60000610351562,925500,150.82000732421875,118339000
2023-02-03,117.48999786376953,2682400,289.2200012207031,2168000,103.38999938964844,144374800,156.61000061035156,1316800,154.5,154357300
2023-02-06,116.5,2487300,284.4800109863281,1262400,102.18000030517578,81945200,156.41000366210938,1156800,151.72999572753906,69858300
2023-02-07,116.9000015258789,2182700,287.82000732421875,1401100,102.11000061035156,119501300,155.47000122070312,1006100,154.64999389648438,83322600
2023-02-08,115.25,2511700,284.7099914550781,1381800,100.05000305175781,75878300,150.69000244140625,1652700,151.9199981689453,64120100
2023-02-09,112.93000030517578,3601900,285.1600036621094,1752000,98.23999786376953,64622500,149.05999755859375,916000,150.8699951171875,56007100
2023-02-10,113.87999725341797,2274500,283.9599914550781,1347600,97.61000061035156,52740100,150.4499969482422,825600,151.00999450683594,57450700
2023-02-13,115.27999877929688,2247600,288.3500061035156,1284500,99.54000091552734,52841500,151.7100067138672,746100,153.85000610351562,62199000
2023-02-14,114.20999908447266,2462300,284.7699890136719,1821100,99.69999694824219,56202900,149.30999755859375,845800,153.1999969482422,61707600
2023-02-15,114.79000091552734,2527300,287.6499938964844,1890200,101.16000366210938,47957600,149.25,689800,155.3300018310547,65573800
2023-02-16,112.0,2695100,281.2200012207031,1899200,98.1500015258789,56339200,147.4600067138672,1445300,153.7100067138672,68167900
2023-02-17,112.98999786376953,2827700,277.04998779296875,2722400,97.19999694824219,60029400,149.61000061035156,2711300,152.5500030517578,59144100
2023-02-21,109.25,3889100,269.1499938964844,2446200,94.58000183105469,56580400,147.66000366210938,1106600,148.47999572753906,58867200
2023-02-22,108.94000244140625,2655000,269.6300048828125,1823800,95.79000091552734,59534100,146.67999267578125,633000,148.91000366210938,51011300
2023-02-23,108.91000366210938,2943800,271.2300109863281,1885500,95.81999969482422,48467000,143.86000061035156,1018200,149.39999389648438,48394200
2023-02-24,107.80000305175781,2862900,266.5299987792969,1735000,93.5,57053800,141.55999755859375,917700,146.7100067138672,55469600
2023-02-27,108.2699966430664,3556000,266.25,1512900,93.76000213623047,47470300,139.77999877929688,1159600,147.9199981689453,44998500
2023-02-28,107.73999786376953,3380500,265.54998779296875,2160400,94.2300033569336,43959300,140.3800048828125,2130300,147.41000366210938,50547000
2023-03-01,110.20999908447266,4914700,263.5899963378906,1700500,92.16999816894531,52299500,138.13999938964844,6564700,145.30999755859375,55479000
2023-03-02,109.9000015258789,7589300,265.260009765625,2278300,92.12999725341797,55509400,138.55999755859375,5301100,145.91000366210938,52238100
2023-03-03,111.26000213623047,3040800,269.20001220703125,1596100,94.9000015258789,55759600,139.6999969482422,2557500,151.02999877929688,70732300
2023-03-06,109.93000030517578,2820800,269.6300048828125,1649100,93.75,52112400,139.9199981689453,1368800,153.8300018310547,87558000
2023-03-07,107.08999633789062,3372800,264.20001220703125,2219300,93.55000305175781,49100700,137.1300048828125,1136400,151.60000610351562,56182000
2023-03-08,107.16000366210938,3434700,263.6600036621094,1462700,93.91999816894531,44899100,138.24000549316406,867500,152.8699951171875,47204800
2023-03-09,105.5199966430664,3463700,259.760009765625,1949800,92.25,56218700,135.8699951171875,1272900,150.58999633789062,53833600
2023-03-10,104.05999755859375,3693900,252.9499969482422,2924600,90.7300033569336,69827500,133.64999389648438,1489500,148.5,68572400
2023-03-13,103.5,4211100,251.30999755859375,3232100,92.43000030517578,72397100,136.3699951171875,1660700,150.47000122070312,84457100
2023-03-14,102.77999877929688,4772000,252.47999572753906,2925600,94.87999725341797,60912700,137.6699981689453,1417700,152.58999633789062,73695900
2023-03-15,102.77999877929688,4891700,246.1699981689453,4508000,96.19999694824219,70731800,140.6300048828125,1523400,152.99000549316406,77167900
2023-03-16,104.20999908447266,3642600,252.9199981689453,4119600,100.04000091552734,84446900,142.64999389648438,1414200,155.85000610351562,76161100
2023-03-17,103.0199966430664,11385700,250.0,6470800,98.94999694824219,87300200,141.80999755859375,2613800,155.0,98944600
2023-03-20,104.30999755859375,2721900,252.5500030517578,3182100,97.70999908447266,62388900,142.55999755859375,1793700,157.39999389648438,73641400
2023-03-21,104.29000091552734,2623600,257.6199951171875,2831200,100.61000061035156,58597300,138.86000061035156,1431600,159.27999877929688,73938300
2023-03-22,101.54000091552734,2805500,253.27000427246094,3059300,98.69999694824219,57475400,136.3800048828125,1058400,157.8300018310547,75701800
2023-03-23,101.0,3177300,271.6600036621094,5166900,98.70999908447266,57559300,136.72000122070312,1105800,158.92999267578125,67622100
2023-03-24,101.13999938964844,3552900,272.0,4123600,98.12999725341797,56095400,141.83999633789062,837600,160.25,59196500
2023-03-27,101.48999786376953,2797400,273.9599914550781,3743800,98.04000091552734,46721300,141.67999267578125,861200,158.27999877929688,52390300
2023-03-28,101.73999786376953,2462800,275.0,2869400,97.23999786376953,38720100,141.22000122070312,675500,157.64999389648438,45992200
2023-03-29,103.19000244140625,3221600,279.94000244140625,2431500,100.25,49783300,144.13999938964844,608800,160.77000427246094,51305700
2023-03-30,102.77999877929688,2349700,282.6600036621094,2293600,102.0,53633400,145.88999938964844,766900,162.36000061035156,49501700
2023-03-31,105.11000061035156,3609600,285.80999755859375,3009300,103.29000091552734,56704300,146.49000549316406,1060700,164.89999389648438,68694700
2023-04-03,104.56999969482422,4017300,285.8399963378906,2417300,102.41000366210938,41135700,145.44000244140625,583200,166.1699981689453,56976200
2023-04-04,102.25,3473300,285.8399963378906,2331700,103.94999694824219,48662500,147.1300048828125,818300,165.6300048828125,46278300
2023-04-05,102.29000091552734,2652000,281.3299865722656,2443200,101.0999984741211,45175400,150.2100067138672,905600,163.75999450683594,51511700
2023-04-06,101.55999755859375,2419200,281.70001220703125,2125300,102.05999755859375,43808000,151.8800048828125,1059300,164.66000366210938,45390100
2023-04-10,102.76000213623047,2880200,281.67999267578125,1575900,102.16999816894531,37261200,151.88999938964844,925600,162.02999877929688,47716900
2023-04-11,104.55999755859375,2952000,286.3299865722656,3122500,99.91999816894531,60417800,152.05999755859375,664800,160.8000030517578,47644200
2023-04-12,104.37000274658203,2724800,283.760009765625,2656000,97.83000183105469,56735000,150.82000732421875,865300,160.10000610351562,50133100
2023-04-13,106.1500015258789,3435200,285.2699890136719,3164200,102.4000015258789,67925100,152.0,972800,165.55999755859375,68445600
2023-04-14,105.7699966430664,2792400,279.25,2871700,102.51000213623047,51388300,149.6999969482422,798500,165.2100067138672,49337200
2023-04-17,106.77999877929688,2434100,279.9800109863281,2899000,102.73999786376953,39919500,149.83999633789062,661800,165.22999572753906,41516200
